INCD_NO,INCD_START,INCD_END,FIRE_NAME,FIRE_AR_HA,FIRE_TYPE,IGN_DATE,IGN_SEASON,IGN_CAUSE1,IGN_CAUSE2,SEVERITY,COMMENTS,SHAPE_AREA,SHAPE_LEN
19002886,2019/01/28 00:00:00+00,2019/01/28 00:00:00+00,Brogo Way,5.82610017,Bushfire,2019/01/28 00:00:00+00,20182019,Undetermined,Unknown,,,58261.0017325,1456.79522849
19001577,2019/01/15 00:00:00+00,2019/02/03 00:00:00+00,Judds Creek,3.3618203,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,33618.2029582,997.154802431
19002795,2019/01/28 00:00:00+00,2019/01/29 00:00:00+00,Waterfall Bay Road,1.25095703,Bushfire,2019/01/28 00:00:00+00,20182019,Deliberate,Arson,,,12509.5702532,429.747454511
18032967,2018/10/16 00:00:00+00,2018/10/19 00:00:00+00,Mount Chappell Island,13.51662885,Bushfire,2018/10/16 00:00:00+00,20182019,Undetermined,Unknown,,,135166.288484,2418.98483712
TTT412BU,2019/10/28 00:00:00+00,2019/11/11 00:00:00+00,Turners Marsh 2,325.11878035,Planned Burn,2019/10/28 00:00:00+00,20192020,Planned Burn,Planned burn,,,3251187.80348,8593.50336212
TEZ008BU,2019/09/04 00:00:00+00,2019/09/09 00:00:00+00,Dolphin Sands Cambria West,74.71095014,Planned Burn,2019/09/04 00:00:00+00,20192020,Planned Burn,Planned burn,,,747109.501391,5715.90654515
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,African Marsh,177.70612892,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,1777061.28918,16066.0400007
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Cipper East,20.45201469,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,204520.146944,2131.28341954
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Fingerpost,11.22140274,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,112214.02738,1877.57094679
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Whitegrass,5.41393357,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,54139.3357083,1367.47285734
THZ013BU,2020/03/12 00:00:00+00,2020/03/19 00:00:00+00,Wellington Park 31,57.53541951,Planned Burn,2020/03/12 00:00:00+00,20192020,Planned Burn,Planned burn,,,575354.195076,4310.41707473
TFF310BU,2020/03/23 00:00:00+00,2020/03/30 00:00:00+00,Lady Barron North,6.0473151,Planned Burn,2020/03/23 00:00:00+00,20192020,Planned Burn,Planned burn,,,60473.1509511,1362.85207975
TNS108BU,2020/04/25 00:00:00+00,2020/04/27 00:00:00+00,Beaumaris 02AP,18.50666136,Planned Burn,2020/04/25 00:00:00+00,20192020,Planned Burn,Planned burn,,,185066.613592,1856.64624027
TNS209BU,2020/04/18 00:00:00+00,2020/04/18 00:00:00+00,Basin Creek Road,65.69785839,Planned Burn,2020/04/18 00:00:00+00,20192020,Planned Burn,Planned burn,,,656978.583903,6314.62931296
TTT411BU,2019/10/23 00:00:00+00,2019/11/11 00:00:00+00,Turners Marsh 1,128.38343934,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,,,1283834.39344,5811.48235821
THU202BU,2020/03/27 00:00:00+00,2020/03/30 00:00:00+00,Proctors Rd,7.75442748,Planned Burn,2020/03/27 00:00:00+00,20192020,Planned Burn,Planned burn,,,77544.2748256,1467.82936031
TTB206BU,2019/09/30 00:00:00+00,2019/10/12 00:00:00+00,Weymouth Road West,205.06898886,Planned Burn,2019/09/30 00:00:00+00,20192020,Planned Burn,Planned burn,,,2050689.88856,8331.69294703
19039741,2019/12/30 00:00:00+00,2019/12/31 00:00:00+00,Bruny Island Neck Game Reserve,0.00006171,Bushfire,2019/12/30 00:00:00+00,20192020,Natural,Lightning,,,0.61708848,3.5903031865
20012901,2020/04/09 00:00:00+00,2020/04/09 00:00:00+00,"Johnstons Road, Sheffield",0.31246894,Bushfire,2020/04/09 00:00:00+00,20192020,Deliberate,Arson,,,3124.68944024,265.841983271
,2020/06/20 00:00:00+00,2020/06/20 00:00:00+00,"Bluff Road, Whitemark",0.0124666,Bushfire,2020/06/20 00:00:00+00,20192020,Deliberate,Arson,,,124.665982975,85.1544576253
20007846,2020/03/09 00:00:00+00,2020/03/10 00:00:00+00,Musselroe Bay Fire,0.16102543,Bushfire,2020/03/09 00:00:00+00,20192020,Accidental,Accident,,,1610.25426211,174.627667493
TTL827BU,2018/10/14 00:00:00+00,2018/10/14 00:00:00+00,Launceston Northern Suburbs West,1.43199563,Planned Burn,2018/10/14 00:00:00+00,20182019,Planned Burn,Planned burn,,,14319.9562641,514.517318582
19001603,2019/01/15 00:00:00+00,2019/01/29 00:00:00+00,Tom Thumb,1.10989321,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,11098.9320768,528.192767974
19006500,2019/03/02 00:00:00+00,2019/03/05 00:00:00+00,Finger Post Road,46.94111849,Bushfire,2019/03/02 00:00:00+00,20182019,Accidental,Accident,,,469411.184876,4276.38041736
19010940,2019/04/03 00:00:00+00,2019/04/06 00:00:00+00,Verwood Road,31.9624723,Bushfire,2019/04/03 00:00:00+00,20182019,Undetermined,Unknown,,,319624.72303,2302.10044526
19002558,2019/01/25 00:00:00+00,2019/01/25 00:00:00+00,Glebe Road,0.04730289,Bushfire,2019/01/25 00:00:00+00,20182019,Deliberate,Arson,,,473.028867965,91.3662971389
19001927,2019/01/15 00:00:00+00,2019/02/07 00:00:00+00,Murchison River,2.51911451,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,25191.1451452,748.033660869
19008370,2019/03/16 00:00:00+00,2019/03/16 00:00:00+00,Bethels Road,0.68669288,Bushfire,2019/03/16 00:00:00+00,20182019,Accidental,Escape,,,6866.92876673,304.818036687
19003478,2019/02/02 00:00:00+00,2019/02/21 00:00:00+00,Renison Mine,35.13315237,Bushfire,2019/02/02 00:00:00+00,20182019,Undetermined,Unknown,,,351331.523677,2888.5373379
19001092,2019/01/11 00:00:00+00,2019/01/11 00:00:00+00,Waratah,0.83032972,Bushfire,2019/01/11 00:00:00+00,20182019,Accidental,Wildfire re-ignition,,,8303.2971638,335.333607813
19002209,2019/01/21 00:00:00+00,2019/01/23 00:00:00+00,Conical Rocks,2.33156333,Bushfire,2019/01/21 00:00:00+00,20182019,Undetermined,Undetermined cause,,,23315.6332818,1090.82038194
19003036,2019/01/29 00:00:00+00,2019/02/06 00:00:00+00,Sawpit Hill Road,159.07138263,Bushfire,2019/01/29 00:00:00+00,20182019,Undetermined,Unknown,,,1590713.82627,9752.08160065
FWRNP174SFR,2019/04/16 00:00:00+00,2019/05/19 00:00:00+00,FWRNP174SFR Mt McCall,694.73428463,Planned Burn,2019/04/16 00:00:00+00,20182019,Planned Burn,Planned burn,,98% Target Fuels Burnt,6947342.84627,92643.345979
19001501,2019/01/15 00:00:00+00,2019/01/16 00:00:00+00,Rotherwood Road,1.58394596,Bushfire,2019/01/15 00:00:00+00,20182019,Undetermined,Unknown,,,15839.4595539,509.14463508
19002747,2019/01/27 00:00:00+00,2019/01/27 00:00:00+00,Vermont Road,2.07722883,Bushfire,2019/01/27 00:00:00+00,20182019,Undetermined,Unknown,,,20772.2882981,605.289698476
18033525,2018/10/22 00:00:00+00,2018/10/22 00:00:00+00,Medeas Road,4.23780239,Bushfire,2018/10/22 00:00:00+00,20182019,Accidental,Escape,,,42378.0238877,769.842807795
19001575,2019/01/15 00:00:00+00,2019/01/22 00:00:00+00,Alans Road,0.77144136,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,7714.41359373,343.051088639
18030036,2018/09/18 00:00:00+00,2019/01/09 00:00:00+00,Calders Hill Road,12.64873862,Bushfire,2018/09/18 00:00:00+00,20182019,Undetermined,Undetermined cause,,,126487.386192,2049.7258237
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Rabbit Plain,61.01563025,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,610156.302545,9146.2864609
,2020/03/25 00:00:00+00,2020/03/25 00:00:00+00,Henry Somerset BU1,6.8127663,Planned Burn,2020/03/25 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,68127.6629831,1336.27471001
18041543,2018/12/31 00:00:00+00,2019/01/03 00:00:00+00,Cluny Dam,17.33033315,Bushfire,2018/12/31 00:00:00+00,20182019,Undetermined,Unknown,,,173303.331453,2802.04261
18034232,2018/10/27 00:00:00+00,2018/10/30 00:00:00+00,"Mount Roland Regional Reserve, Gowrie Park",35.68677608,Bushfire,2018/10/27 00:00:00+00,20182019,Deliberate,Arson,,,356867.760828,2563.95046913
19014421,2018/11/10 00:00:00+00,2018/11/10 00:00:00+00,"Boltons Green Campground #2, Recherche",0.00001796,Bushfire,2018/11/10 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.17955518,1.97080160572
19014420,2018/11/10 00:00:00+00,2018/11/10 00:00:00+00,"Boltons Green Campground, Recherche",0.00001323,Bushfire,2018/11/10 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.13231614,1.67763618914
19014423,2018/11/11 00:00:00+00,2018/11/11 00:00:00+00,"Catamaran Campground, Recherche",0.00002801,Bushfire,2018/11/11 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.28005264,2.45533902441
19014424,2018/11/11 00:00:00+00,2018/11/11 00:00:00+00,"Gilhams Beach Campground, Recherche",0.00005425,Bushfire,2018/11/11 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.54250277,3.42157168171
19014426,2018/11/11 00:00:00+00,2018/11/11 00:00:00+00,"Recherche Bay NRA #2, Recherche",0.0000035,Bushfire,2018/11/11 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.03499335,0.936635665908
19014425,2018/11/11 00:00:00+00,2018/11/11 00:00:00+00,"Recherche Bay NRA, Recherche",0.00001008,Bushfire,2018/11/11 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.100826095,1.48278481359
19001647,2019/01/15 00:00:00+00,2019/04/03 00:00:00+00,Mount Solitary,1370.64011895,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,13706401.1895,38449.7454725
19001646,2019/01/15 00:00:00+00,2019/05/06 00:00:00+00,Anne Gorge,1035.58844652,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,10355884.4652,29625.2509454
19005911,2019/02/25 00:00:00+00,2019/03/05 00:00:00+00,Midland Highway,209.98205109,Bushfire,2019/02/25 00:00:00+00,20182019,Undetermined,Unknown,,,2099820.51093,7617.00260656
19000355,2019/01/04 00:00:00+00,2019/01/04 00:00:00+00,Jones River Road,0.34257467,Bushfire,2019/01/04 00:00:00+00,20182019,Accidental,Accident,,,3425.74667536,290.839728789
19006633,2019/03/03 00:00:00+00,2019/03/05 00:00:00+00,Jacks Marsh,0.27941382,Bushfire,2019/03/03 00:00:00+00,20182019,Natural,Lightning,,,2794.1382325,240.410805793
19001651,2019/01/15 00:00:00+00,2019/02/22 00:00:00+00,Celtic Hill,3513.26892533,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,35132689.2533,99439.8320742
19008111,2019/03/14 00:00:00+00,2019/03/19 00:00:00+00,Swamp Road 2,1.3113498,Bushfire,2019/03/14 00:00:00+00,20182019,Deliberate,Arson,,,13113.4979531,533.922941699
19001071,2019/01/11 00:00:00+00,2019/01/14 00:00:00+00,Bakers Beach,5.64549387,Bushfire,2019/01/11 00:00:00+00,20182019,Accidental,Accident,,,56454.938701,892.82939901
HHZ006BU,2020/03/26 00:00:00+00,2020/03/28 00:00:00+00,Ridgetop South (Stage 2),18.23255066,Planned Burn,2020/03/26 00:00:00+00,20192020,Planned Burn,Planned burn,,,182325.506589,2932.60855101
LTZ049BU,2020/05/15 00:00:00+00,2020/05/15 00:00:00+00,Hardwicke Street Reserve,5.49427336,Planned Burn,2020/05/15 00:00:00+00,20192020,Planned Burn,Planned burn,,,54942.7336364,1478.9261587
TTB202BU,2019/10/04 00:00:00+00,2019/10/10 00:00:00+00,Fannys Bay,13.23390235,Planned Burn,2019/10/04 00:00:00+00,20192020,Planned Burn,Planned burn,,,132339.023479,1599.27405429
CHZ036BU,2020/03/19 00:00:00+00,2020/04/01 00:00:00+00,Rosny Hill 3,5.28037271,Planned Burn,2020/03/19 00:00:00+00,20192020,Planned Burn,Planned burn,,,52803.7271065,986.716095617
CHZ035BU,2020/04/08 00:00:00+00,2020/04/08 00:00:00+00,Waverley Flora Park 29,3.41635725,Planned Burn,2020/04/08 00:00:00+00,20192020,Planned Burn,Planned burn,,,34163.572472,1066.9207271
TWZ109BU,2019/09/30 00:00:00+00,2019/10/07 00:00:00+00,Rayna Flats East,201.33068549,Planned Burn,2019/09/30 00:00:00+00,20192020,Planned Burn,Planned burn,,,2013306.85494,7018.28382018
TNS117BU,2020/04/23 00:00:00+00,2020/04/27 00:00:00+00,Beaumaris 17AP,35.53928606,Planned Burn,2020/04/23 00:00:00+00,20192020,Planned Burn,Planned burn,,,355392.860635,2998.02500135
264017,2018/07/05 00:00:00+00,2018/07/05 00:00:00+00,"Blowhole Rd, Eaglehawk Neck",0.01553331,Bushfire,2018/07/05 00:00:00+00,20182019,Deliberate,Arson,,,155.33312206,53.9337537644
265765,2018/09/18 00:00:00+00,2018/09/18 00:00:00+00,"Marked Tree Road, Hollow Tree",0.00091399,Bushfire,2018/09/18 00:00:00+00,20182019,Deliberate,Arson,,,9.1398725,14.1138587731
18033925,2018/10/25 00:00:00+00,2018/10/25 00:00:00+00,Lady Barron Brigade,0.01069849,Bushfire,2018/10/25 00:00:00+00,20182019,Deliberate,Arson,,,106.984911345,40.4202344546
18031467,2018/10/03 00:00:00+00,2018/10/03 00:00:00+00,"Tin Mine Dam, Coles Bay",0.00198463,Bushfire,2018/10/03 00:00:00+00,20182019,Accidental,Accident,,Cigarette Butt,19.846333655,17.5955804131
19014455,2018/12/27 00:00:00+00,2018/12/27 00:00:00+00,Griffiths Point – Illegal campfire,0.00008664,Bushfire,2018/12/27 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,,0.86635332,4.32249280874
,2018/10/28 00:00:00+00,2018/10/28 00:00:00+00,"Tasman Highway, Little Swanport",0.00000504,Bushfire,2018/10/28 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,,0.050403125,1.10286218217
19014448,2018/12/15 00:00:00+00,2018/12/15 00:00:00+00,"White Water Wall Campground, Coles Bay",0.0000063,Bushfire,2018/12/15 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire (During Fire Ban Restrictions),0.063007875,1.21808308346
19014501,2019/04/25 00:00:00+00,2019/04/26 00:00:00+00,Hopetoun Road Glendevie,0.5180049,Bushfire,2019/04/25 00:00:00+00,20182019,Accidental,Planned burn spotting,,FT,5180.04902106,368.707022781
19014871,2019/04/29 00:00:00+00,2019/05/01 00:00:00+00,Dogwood Park Road,9.55614197,Bushfire,2019/04/29 00:00:00+00,20182019,Deliberate,Arson,,FT,95561.4197408,2083.55144373
SOWNP41AP,2019/06/27 00:00:00+00,2019/07/11 00:00:00+00,SOWNP41AP Cox Bluff,566.58465912,Planned Burn,2019/06/27 00:00:00+00,20182019,Planned Burn,Planned burn,,,5665846.59117,25452.6270467
TNP10AP,2019/04/29 00:00:00+00,2019/05/10 00:00:00+00,TNP10AP Surveyors Cove,26.61617299,Planned Burn,2019/04/29 00:00:00+00,20182019,Planned Burn,Planned burn,,100% Target Fuels Burnt,266161.729907,4109.63885634
TNP09AP,2019/05/06 00:00:00+00,2019/05/28 00:00:00+00,TNP09AP Ellarwey Valley,39.24883032,Planned Burn,2019/05/06 00:00:00+00,20182019,Planned Burn,Planned burn,,,392488.303224,3113.05803455
SWONP18AP,2019/05/19 00:00:00+00,2019/05/23 00:00:00+00,SWONP18AP Melaleuca Inlet,314.07953517,Planned Burn,2019/05/19 00:00:00+00,20182019,Planned Burn,Planned burn,,,3140795.35165,37463.5106131
19014334,2019/04/24 00:00:00+00,2019/04/26 00:00:00+00,Creekton Road,19.88981116,Bushfire,2019/04/24 00:00:00+00,20182019,Accidental,Planned burn spotting,,FT,198898.111596,4720.35945541
,2020/03/25 00:00:00+00,2020/03/25 00:00:00+00,Henry Somerset BU5,1.63470996,Planned Burn,2020/03/25 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,16347.0996479,572.335615141
,2020/03/25 00:00:00+00,2020/03/25 00:00:00+00,Henry Somerset BU7,14.44869446,Planned Burn,2020/03/25 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,144486.944644,1581.4124392
,2019/10/30 00:00:00+00,2019/10/30 00:00:00+00,Netherby,4.2041827,Planned Burn,2019/10/30 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,42041.8269654,991.009212312
18037097,2018/11/20 00:00:00+00,2018/11/20 00:00:00+00,"Lylle Hwy, Queenstown",1.08474966,Bushfire,2018/11/20 00:00:00+00,20182019,Deliberate,Arson,,,10847.4965525,492.71286935
19003154,2019/01/30 00:00:00+00,2019/02/03 00:00:00+00,Bridgenorth Road Rosevale,1.70593029,Bushfire,2019/01/30 00:00:00+00,20182019,Accidental,Accident,,,17059.302894,509.909763965
19003296,2019/01/31 00:00:00+00,2019/02/10 00:00:00+00,Narrawa Road,1.05732871,Bushfire,2019/01/31 00:00:00+00,20182019,Accidental,Accident,,,10573.2870576,605.894268719
19005133,2019/02/19 00:00:00+00,2019/03/05 00:00:00+00,Tinpot Bay,28.7707698,Bushfire,2019/02/19 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,,287707.698029,2491.30861257
19001652,2019/01/15 00:00:00+00,2019/02/22 00:00:00+00,Jubilee Range,59.84647708,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,598464.770785,4681.32770206
TWZ108BU,2018/11/18 00:00:00+00,2018/11/18 00:00:00+00,Zeehan East FRB,29.26965902,Planned Burn,2018/11/18 00:00:00+00,20182019,Planned Burn,Planned burn,,Partial burn of Zeehan East FRB,292696.59016,2560.09314996
19001826,2019/01/15 00:00:00+00,2019/03/10 00:00:00+00,Nevada Peak,4.38695042,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,43869.5042376,833.247117807
19002397,2019/01/24 00:00:00+00,2019/01/24 00:00:00+00,Hollow Tree Road,1.11088263,Bushfire,2019/01/24 00:00:00+00,20182019,Accidental,Accident,,,11108.8263028,393.841579781
19003468,2019/02/02 00:00:00+00,2019/02/05 00:00:00+00,Bluff Road,0.87617444,Bushfire,2019/02/02 00:00:00+00,20182019,Undetermined,Unknown,,,8761.74443364,356.758629287
19001528,2019/01/15 00:00:00+00,2019/03/02 00:00:00+00,Fowl Creek,38.10904888,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,381090.488843,3270.0470144
19001678,2019/01/15 00:00:00+00,2019/04/03 00:00:00+00,Lake Pedder,1119.932467,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,11199324.67,30334.3599778
19002401,2019/01/24 00:00:00+00,2019/01/24 00:00:00+00,Benham Farm,7.12877035,Bushfire,2019/01/24 00:00:00+00,20182019,Accidental,Accident,,,71287.7035429,1179.94588797
19007595,2019/03/11 00:00:00+00,2019/04/17 00:00:00+00,Long Plains Road,157.02209732,Bushfire,2019/03/11 00:00:00+00,20182019,Accidental,Accident,,,1570220.97317,5282.12712608
18041174,2018/12/29 00:00:00+00,2019/01/05 00:00:00+00,Mona Vale,209.20155626,Bushfire,2018/12/29 00:00:00+00,20182019,Natural,Lightning,,,2092015.56256,6325.90177882
LTZ003BU,2020/05/18 00:00:00+00,2020/05/18 00:00:00+00,Cataract Road Denison Road,9.62388462,Planned Burn,2020/05/18 00:00:00+00,20192020,Planned Burn,Planned burn,,,96238.8462458,2450.7882113
CHZ037BU,2020/04/01 00:00:00+00,2020/04/01 00:00:00+00,Mortimer Bay 7,1.78350494,Planned Burn,2020/04/01 00:00:00+00,20192020,Planned Burn,Planned burn,,,17835.0494025,616.0865297
HHZ010BU,2019/10/23 00:00:00+00,2019/11/11 00:00:00+00,Halls Fire Trail,4.56531832,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,,,45653.1831678,1325.87762238
HHZ052BU,2020/04/01 00:00:00+00,2020/04/01 00:00:00+00,Huon Road - Stage 1,3.969736,Planned Burn,2020/04/01 00:00:00+00,20192020,Planned Burn,Planned burn,,,39697.3599715,1017.55062443
HHZ060BU,2019/10/04 00:00:00+00,2019/10/04 00:00:00+00,Halls Fire Trail (Stage 1),3.68667628,Planned Burn,2019/10/04 00:00:00+00,20192020,Planned Burn,Planned burn,,,36866.7627559,916.365059627
,2013/12/04 00:00:00+00,2013/12/04 00:00:00+00,WP20,16.82801907,Planned Burn,2013/12/04 00:00:00+00,20132014,Planned Burn,Planned burn,,,168280.19067,1857.11039204
19003281,2019/01/15 00:00:00+00,2019/04/03 00:00:00+00,Wombat Peak,257.67163765,Bushfire,2019/01/15 00:00:00+00,20182019,Natural,Lightning,,,2576716.37653,16792.1621594
19002243,2019/01/22 00:00:00+00,2019/01/22 00:00:00+00,Midland Highway,0.30723275,Bushfire,2019/01/22 00:00:00+00,20182019,Undetermined,Unknown,,,3072.32748401,504.035996128
18032864,2018/10/13 00:00:00+00,2018/10/18 00:00:00+00,"Hardings Road, Campania",43.22019453,Bushfire,2018/10/13 00:00:00+00,20182019,Deliberate,Arson,,Suspected Arson,432201.945349,4264.26522243
19014415,2018/10/24 00:00:00+00,2018/10/24 00:00:00+00,"Blanket Creek, Lefroy",1.11299153,Bushfire,2018/10/24 00:00:00+00,20182019,Deliberate,Arson,,,11129.9153381,521.879460967
18039341,2018/12/12 00:00:00+00,2018/12/12 00:00:00+00,"Gunning's Street, Bellerive",0.05868963,Bushfire,2018/12/12 00:00:00+00,20182019,Deliberate,Arson,,,586.896315835,97.9777373839
19014434,2018/11/30 00:00:00+00,2018/11/30 00:00:00+00,"Jaffa Vale Campfire, Walls Of Jerusalem",0.00023802,Bushfire,2018/11/30 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,2.380248995,7.24353556457
19010276,2019/03/30 00:00:00+00,2019/05/10 00:00:00+00,Lorriwood Drive,96.46986391,Bushfire,2019/03/30 00:00:00+00,20182019,Undetermined,Unknown,,,964698.639071,5241.55682823
18031118,2018/09/30 00:00:00+00,2018/09/30 00:00:00+00,Grices Road,4.83885781,Bushfire,2018/09/30 00:00:00+00,20182019,Undetermined,Unknown,,,48388.5781249,1016.84675732
19000618,2019/01/06 00:00:00+00,2019/01/20 00:00:00+00,Allisons Road,4.8293627,Bushfire,2019/01/06 00:00:00+00,20182019,Undetermined,Unknown,,,48293.6269627,1141.57474163
18040841,2018/12/26 00:00:00+00,2018/12/31 00:00:00+00,Lefroy Road,67.70967864,Bushfire,2018/12/26 00:00:00+00,20182019,Undetermined,Unknown,,,677096.786409,4034.92308222
19000889,2019/01/09 00:00:00+00,2019/06/20 00:00:00+00,Agnes Street,3.00663478,Bushfire,2019/01/09 00:00:00+00,20182019,Undetermined,Unknown,,,30066.3478387,783.225534302
19003376,2019/02/01 00:00:00+00,2019/02/06 00:00:00+00,Gum Flat Road,14.62243981,Bushfire,2019/02/01 00:00:00+00,20182019,Natural,Lightning,,,146224.398093,1438.24872856
19010995,2019/04/03 00:00:00+00,2019/04/05 00:00:00+00,Westwood Road,20.45342413,Bushfire,2019/04/03 00:00:00+00,20182019,Undetermined,Unknown,,,204534.241317,2313.52323373
,2019/12/30 00:00:00+00,2019/12/30 00:00:00+00,"Resolution Road, Bruny Island",0.00025815,Bushfire,2019/12/30 00:00:00+00,20192020,Accidental,Unattended/Abandoned campfire,,Abandoned campfire,2.58151037,7.37413341958
,2020/05/31 00:00:00+00,2020/05/31 00:00:00+00,"Calverts Beach Campfire #2, Sandford",0.00000285,Bushfire,2020/05/31 00:00:00+00,20192020,Accidental,Unattended/Abandoned campfire,,Abandoned campfire,0.028534595,0.82304508488
,2012/11/01 00:00:00+00,2012/11/01 00:00:00+00,WP29,11.0230548,Planned Burn,2012/11/01 00:00:00+00,20122013,Planned Burn,Planned burn,,all but northern 20% of the FMU burnt,110230.548003,1451.14132385
225083,2015/01/26 00:00:00+00,2015/01/26 00:00:00+00,,0.04421721,Bushfire,2015/01/26 00:00:00+00,20142015,Deliberate,Arson,,,442.172115725,78.3666423381
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Grasstree,128.75639334,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,1287563.93344,13602.0060236
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Button Plain,327.46939756,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,3274693.97557,26811.4747597
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Clipper West,15.36403677,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,153640.367736,2686.01494862
,2019/10/23 00:00:00+00,2019/10/23 00:00:00+00,Cemetry Rd,26.8306874,Planned Burn,2019/10/23 00:00:00+00,20192020,Planned Burn,Planned burn,Low,,268306.873982,3093.10300294
19014419,2018/11/09 00:00:00+00,2018/11/09 00:00:00+00,"Lake Dobson Car Park, Mount Field",0.0000133,Bushfire,2018/11/09 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.1329959,1.68276310398
19014450,2018/12/15 00:00:00+00,2018/12/15 00:00:00+00,"Calverts Lagoon Campfire #2, Sandford",0.00001456,Bushfire,2018/12/15 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.14560197,1.87622509731
19014449,2018/12/15 00:00:00+00,2018/12/15 00:00:00+00,"Calverts Lagoon Campfire #1, Sandford",0.00002016,Bushfire,2018/12/15 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire,0.2016125,2.05490316571
19014445,2018/12/13 00:00:00+00,2018/12/13 00:00:00+00,"Draughting Point Campfire #1, Coles Bay",0.00000204,Bushfire,2018/12/13 00:00:00+00,20182019,Accidental,Unattended/Abandoned campfire,,Abandoned Campfire (During Fire Ban Restrictions),0.020414245,0.661457230415
18031993,2018/10/07 00:00:00+00,2018/10/10 00:00:00+00,"Gravelly Ridge, Campania",26.84361431,Bushfire,2018/10/07 00:00:00+00,20182019,Deliberate,Arson,,,268436.14305,2191.70517606
18036767,2018/11/17 00:00:00+00,2018/11/17 00:00:00+00,"Irby Boulevard, Sisters Beach",0.11613658,Bushfire,2018/11/17 00:00:00+00,20182019,Accidental,Escape,,Escaped Pile Burn,1161.36576632,134.644861329
TTB102BU,2018/10/02 00:00:00+00,2018/10/22 00:00:00+00,Nunamara West,291.0766712,Planned Burn,2018/10/02 00:00:00+00,20182019,Planned Burn,Planned burn,,Partial burn of Nunamara West,2910766.71198,12130.5419007
19011652,2019/04/07 00:00:00+00,2019/04/07 00:00:00+00,Amy Street Fire,0.22721126,Bushfire,2019/04/07 00:00:00+00,20182019,Undetermined,Unknown,,,2272.11264543,236.175514277
19031615,2019/10/23 00:00:00+00,2019/11/26 00:00:00+00,Tods Corner,284.19233541,Bushfire,2019/10/23 00:00:00+00,20192020,Accidental,Accident,,,2841923.35414,11751.3555093
